id,name,rank,parent_id,size
397572,Tomopteridae,7,6348,282
397575,Alciopedidae,7,6348,2
397578,Trochochaetidae,7,46589,4
397928,Axiidae,7,6683,115
397938,Pisidae,7,6683,6
398011,Cimeliidae,7,7088,3
398018,Jackiellaceae,7,3199,3
398362,Euretidae,7,1521034,15
398403,Dolichodoridae,7,6236,11
398705,Chlorocystidaceae,7,578868,39
398846,Uristidae,7,6821,29
399054,Sylonidae,7,3696396,1
399057,Polysaccidae,7,3696396,1
399060,Lernaeodiscidae,7,3696396,8
399064,Thompsoniidae,7,3696396,7
399076,Peltogastridae,7,3696396,39
399129,Cryphonectriaceae,7,5114,164
399132,Arnelliaceae,7,3199,1
399551,Candidatus Salinosulfoleibacteria,4,3696272,1
400689,Dendrocerotales,6,402688,82
400690,Dendrocerotaceae,7,400689,81
400691,Notothyladales,6,402688,59
400692,Notothyladaceae,7,400691,59
400693,Phymatocerotales,6,402688,3
400694,Phymatocerotaceae,7,400693,3
400706,Calyculariaceae,7,186784,3
400718,Pelliales,6,186771,19
400721,Frullaniaceae,7,186798,192
400782,Parulidae,7,9126,137
400783,Thraupidae,7,9126,375
400839,Trochodendrales,6,3398,2
400978,Spirofilidae,7,33832,21
401321,Metapseudidae,7,75398,6
402684,Leiosporocerotopsida,5,35493,1
402685,Leiosporocerotales,6,402684,1
402686,Leiosporocerotaceae,7,402685,1
402688,Anthocerotopsida,5,35493,195
402692,Oreohelicidae,7,6527,127
402711,Haplomitriopsida,5,35493,17
402721,Petalophyllaceae,7,186784,2
402723,Pallaviciniales,6,186771,53
403651,Pfiesteriaceae,7,2910,65
403664,Berberidopsidales,6,3398,6
403665,Dilleniales,6,3398,149
403666,Zygophyllales,6,3398,296
403667,Vitales,6,3398,891
404263,Oedipodiopsida,5,35493,1
404264,Oedipodiales,6,404263,1
404265,Tetraphidopsida,5,35493,3
404267,Buxbaumiales,6,3214,4
404269,Scouleriales,6,3214,13
404270,Bryoxiphiales,6,3214,4
404296,Pleurophascaceae,7,38585,2
404310,Pseudoditrichaceae,7,1929018,2
404314,Ptychomniales,6,3214,35
404316,Saulomataceae,7,65545,2
404317,Schimperobryaceae,7,65545,1
404319,Pylaisiadelphaceae,7,13798,129
404321,Sorapillaceae,7,13798,1
405002,Nothobranchiidae,7,28738,374
405151,Symethidae,7,6683,1
405154,Tymolidae,7,6683,7
405160,Cymonomidae,7,6683,6
405171,Dairidae,7,6683,2
405177,Aethridae,7,6683,3
405280,Cerocephalidae,7,7399,20
405289,Macromesidae,7,7399,3
405291,Neodiparidae,7,7399,2
406058,Cephalochlamydidae,7,28842,1
406063,Parabothriocephalidae,7,28842,3
406427,Anthoathecata,6,6074,1240
406429,Tubiclavoididae,7,406427,1
407032,Nitrospinaceae,7,1293499,55
407926,Gastrodontidae,7,6527,5
408070,Odontostomatida,6,2304343,17
408073,Epalxellidae,7,408070,9
408864,Testudinellidae,7,2517309,8
409164,Austrophasmatidae,7,192413,15
409171,Tanzaniophasmatidae,7,192413,2
409189,Diapheromeridae,7,7020,139
409303,Lacantuniidae,7,7995,1
409610,Loxodidae,7,33828,42
409611,Cryptopharyngidae,7,33828,5
409994,Stylephoridae,7,1489837,1
410830,Trichomonascaceae,7,3243772,539
412032,Celerinatantimonadaceae,7,3696285,7
412447,Candidatus Criblamydiaceae,7,1963360,9
412621,Brachionichthyidae,7,8070,12
412628,Neoceratiidae,7,8070,1
412631,Diceratiidae,7,8070,4
412640,Thaumatichthyidae,7,8070,6
412645,Centrophrynidae,7,8070,1
412804,Emmericiidae,7,216294,3
412849,Eutegaeidae,7,83137,1
413184,Anabathridae,7,216294,8
413197,Pterotracheidae,7,216294,4
413204,Eatoniellidae,7,216294,3
413412,Tonicellidae,7,6652,25
413643,Cytaeididae,7,406427,21
413936,Collozoidae,7,1426915,5
414713,Actinospicaceae,7,414714,22
414714,Catenulisporales,6,1760,62
414877,Catenulisporaceae,7,414714,39
414914,Actinommidae,7,65583,19
414999,Opitutia,5,74201,226
415000,Opitutales,6,414999,97
415001,Puniceicoccales,6,414999,66
415002,Puniceicoccaceae,7,415001,16
416593,Acrossotidae,7,3028843,2
416805,Olpidiopsidales,6,3696645,6
416806,Olpidiopsidaceae,7,416805,5
416813,Baseodiscidae,7,6219,53
416989,Akkesiphycaceae,7,2886,1
416990,Halosiphonaceae,7,2886,3
418793,Metteniusaceae,7,1802789,24
418917,Coccolithales,6,3696438,65
418918,Pleurochrysidaceae,7,418917,9
418919,Phaeocystales,6,3696438,32
418920,Phaeocystaceae,7,418919,29
418921,Zygodiscales,6,3696438,7
418928,Syracosphaerales,6,3696438,9
418931,Calcidiscaceae,7,418917,12
418932,Syracosphaeraceae,7,418928,6
418933,Coccolithaceae,7,418917,4
418935,Hymenomonadaceae,7,418917,36
418939,Pontosphaeraceae,7,73027,1
418941,Rhabdosphaeraceae,7,418928,2
418951,Isochrysidaceae,7,73020,85
418966,Noelaerhabdaceae,7,73020,14
418967,Prymnesiaceae,7,73028,69
418968,Helicosphaeraceae,7,418921,4
418969,Pavlovaceae,7,73026,67
419440,Euphyllidae,7,6125,1
419698,Malawispongiidae,7,1779161,6
419944,Picozoa,4,3696289,14
420262,Cymatosirales,6,589449,76
420267,Hemiaulales,6,589449,28
420269,Corethrales,6,33836,9
420271,Lithodesmiales,6,589449,21
420274,Biddulphiales,6,589449,28
420604,Hydrurales,6,2825,8
420616,Synuraceae,7,420622,7
420617,Mallomonadaceae,7,420622,170
420622,Synurales,6,33859,182
420624,Rhizochloridales,6,33859,3
420625,Myxochloridaceae,7,420624,3
420633,Stylococcaceae,7,33654,5
421752,Atopetholidae,7,30266,3
421754,Floridobolidae,7,30266,2
421756,Messicobolidae,7,30266,2
421758,Pachybolidae,7,30266,86
421759,Pseudospirobolellidae,7,30266,21
421760,Spirobolellidae,7,30266,5
421761,Typhlobolellidae,7,30266,1
421764,Paracortinidae,7,118449,4
421766,Sinocallipodidae,7,118449,4
421770,Anthogonidae,7,118457,6
421771,Anthroleucosomatidae,7,118457,1
421773,Attemsiidae,7,118457,4
421776,Caseyidae,7,118457,1
421778,Chordeumatidae,7,118457,18
421779,Conotylidae,7,118457,1
421780,Craspedosomatidae,7,118457,20
421786,Haaseidae,7,118457,4
421787,Haplobainosomatidae,7,118457,1
421794,Mastigophorophyllidae,7,118457,3
421795,Megalotylidae,7,118457,7
421798,Neoatractosomatidae,7,118457,1
421800,Opisthocheiridae,7,118457,1
421807,Trachygonidae,7,118457,1
421808,Trichopetalidae,7,118457,1
421810,Verhoeffiidae,7,118457,1
421815,Mongoliulidae,7,41448,16
421818,Paeromopodidae,7,41448,1
421825,Siphoniulida,6,7553,1
421826,Siphoniulidae,7,421825,1
421836,Chelodesmidae,7,71419,15
421837,Cryptodesmidae,7,71419,3
421838,Cyrtodesmidae,7,71419,1
421839,Dalodesmidae,7,71419,2
421842,Eurymerodesmidae,7,71419,4
421843,Euryuridae,7,71419,6
421845,Gomphodesmidae,7,71419,1
421846,Haplodesmidae,7,71419,14
421848,Macrosternodesmidae,7,71419,1
421849,Nearctodesmidae,7,71419,46
421851,Opisotretidae,7,71419,2
421852,Oxydesmidae,7,71419,2
421853,Platyrhacidae,7,71419,1
421854,Rhachodesmidae,7,71419,1
421855,Sphaeriodesmidae,7,71419,2
421856,Trichopolydesmidae,7,71419,3
421859,Siphonocryptidae,7,118485,1
421860,Siphonophorida,6,7553,14
421862,Siphonorhinidae,7,421860,3
421907,Hydroleaceae,7,4069,7
422282,candidate division WWE3,4,3696272,118
422676,Aconoidasida,5,5794,6388
422760,Agamococcidiorida,6,2990458,28
423251,Dumontiidae,7,84337,1
423273,Nototrichidae,7,84337,1
423358,Bicaudaviridae,7,3696325,10
424154,Helicarionidae,7,6527,183
424179,Urocyclidae,7,6527,9
424206,Microcystidae,7,6527,14
424211,Cystopeltidae,7,6527,3
425071,Eustigmataceae,7,425074,5
425072,Monodopsidaceae,7,425074,129
425073,Pseudocharaciopsidaceae,7,425074,2
425074,Eustigmatales,6,5747,189
425629,Recurvirostridae,7,8906,11
425788,Phytodiniaceae,7,27937,10
426519,Quambalariaceae,7,162475,26
426653,Protoraphidales,6,33853,3
426654,Protoraphidaceae,7,426653,3
426655,Rhabdonematales,6,33853,20
426659,Tabellariales,6,33853,6
426660,Tabellariaceae,7,426659,5
426665,Thalassionemales,6,33853,23
426672,Striatellales,6,33853,11
426694,Gerrardinaceae,7,326966,1
427279,Archinomidae,7,65495,6
428421,Adelobothriidae,7,108263,4
428439,Dinopercidae,7,3696313,2
428444,Datnioididae,7,1489929,5
428447,Ostracoberycidae,7,3051910,2
431957,Wallemiomycetes,5,5204,24
431958,Wallemiales,6,431957,18
431959,Wallemiaceae,7,431958,18
431973,Calceostomatidae,7,2486284,3
432002,Atractiellomycetes,5,5204,130
432003,Classiculomycetes,5,5204,4
432004,Cryptomycocolacomycetes,5,5204,2
432005,Cystobasidiomycetes,5,5204,357
432006,Erythrobasidiales,6,432005,80
432007,Naohideales,6,432005,5
432008,Naohideaceae,7,432007,3
432025,Mixiomycetes,5,5204,1
432026,Mixiales,6,432025,1
432027,Helicobasidiales,6,162484,18
432046,Pachnocybales,6,162484,4
432548,Neidiaceae,7,38748,67
432754,Monommidae,7,7041,2
432918,Trictenotomidae,7,7041,16
433159,Cephaloidae,7,7041,28
433665,Scombropidae,7,1489894,9
435411,Protosteliida,6,2605334,15
435412,Cavosteliaceae,7,2681888,7
435413,Ceratiomyxaceae,7,3696864,3
435418,Protosteliaceae,7,435411,12
435426,Reticulariaceae,7,211104,42
435719,Cucullanidae,7,6236,47
435728,Rhigonematidae,7,6236,14
435741,Tetrameridae,7,6236,27
436081,Dactylocalycidae,7,98040,4
436493,Tyrannosauridae,7,3696311,1
439585,Drilliidae,7,6479,74
439878,Cryptonchidae,7,70232,3
440351,Periegopidae,7,6893,2
440559,Elachisinidae,7,216294,8
441274,Ptinidae,7,7041,312
441543,Centroplacaceae,7,3646,6
441548,Erythropalaceae,7,41947,15
441550,Lophiocarpaceae,7,3524,4
441551,Agdestidaceae,7,3524,1
441552,Petiveriaceae,7,3524,3
442649,Hofsteniidae,7,31265,9
442654,Proporidae,7,31265,9
442668,Myzocytiopsidaceae,7,159314,16
443634,Leptochilichthyidae,7,1489486,6
443779,Glaucosomatidae,7,3051910,4
444098,Cultellidae,7,2783444,8
445460,Anischiidae,7,7041,5
446133,Stylonemataceae,7,282338,25
446134,Stylonematophyceae,5,2763,29
446354,Bathyphelliidae,7,6103,1
447211,Dinophysales,6,2864,136
447212,Oxyphysaceae,7,447211,2
447827,Candidatus Marinamargulisbacteria,5,1817808,10
447830,Endomicrobiia,5,74152,52
448009,Synthemistidae,7,6961,19
449127,Climacospheniales,6,33853,3
449719,Granulosicoccaceae,7,135613,23
449732,Litorivicinaceae,7,135619,6
450129,Lubbockiidae,7,84310,3
450185,Scrupariidae,7,10207,5
450948,Nephilidae,7,6893,49
451435,Chytridiomycetes,5,4761,652
451442,Rhizophydiales,6,451435,228
451449,Rhizophydiaceae,7,451442,110
451451,Terramycetaceae,7,451442,15
451453,Kappamycetaceae,7,451442,19
451454,Monoblepharidomycetes,5,4761,63
451455,Neocallimastigomycetes,5,4761,425
451459,Blastocladiomycota,4,4751,72
451460,Blastocladiomycetes,5,451459,54
451861,Asellariales,6,2231462,1
451869,Botryosphaeriales,6,147541,1828
451880,Pyxidiophorales,6,189477,17
452221,Baeomycetales,6,147547,66
452225,Candelariales,6,2576467,75
452226,Candelariaceae,7,452225,70
452227,Umbilicariales,6,147547,161
452233,Triblidiales,6,147548,14
452281,Spiculogloeales,6,1798830,20
452282,Spiculogloeaceae,7,452281,19
452283,Exobasidiomycetes,5,5204,619
452332,Dacrymycetes,5,5204,268
452334,Atheliales,6,155619,402
452336,Gomphales,6,155619,918
452337,Hysterangiales,6,155619,208
452338,Corticiales,6,155619,610
452339,Gloeophyllales,6,155619,64
452340,Gloeophyllaceae,7,452339,63
452342,Russulales,6,155619,5671
452343,Trechisporales,6,155619,216
452563,Cladosporiaceae,7,2726946,1874
453227,Desulfarculales,6,3031646,20
453228,Desulfarculaceae,7,453227,15
453323,Halictophagidae,7,30261,15
453328,Callipharixenidae,7,30261,1
453420,Stenothyridae,7,216294,17
453436,Orbitestellidae,7,3696304,4
453448,Trimusculidae,7,2340871,3
453565,Ambisporaceae,7,1133283,15
454281,Lecithoceridae,7,7088,351
455381,Capillariidae,7,6329,158
455491,Thermolithobacteria,5,1239,4
455492,Thermolithobacterales,6,455491,4
455493,Thermolithobacteraceae,7,455492,4
456828,Candidatus Cloacimonadota,4,3379134,125
457377,Urotrichidae,7,6001,3
457838,Gaimardiidae,7,3696305,7
457865,Trapezidae,7,6580,17
457869,Hemidonacidae,7,2783445,1
458188,Dromadidae,7,8906,1
459070,Epsilonematidae,7,73930,98
459104,Leptolaimidae,7,2044973,86
459232,Bardeliellidae,7,88566,1
459263,Hausmanniellidae,7,88566,6
459266,Marynidae,7,88566,6
459299,Sagittariidae,7,88560,2
459516,Sorogenidae,7,164619,3
461249,Vangidae,7,9126,21
461250,Monarchidae,7,9126,102
461254,Prionopidae,7,9126,8
461499,Atherinopsidae,7,8075,139
462308,Halcuriidae,7,6103,7
463049,Grossglockneriida,6,5977,6
463601,Bathyclupeidae,7,3051910,6
464095,Picornavirales,6,2732506,4931
464331,Callianideidae,7,6683,10
464336,Micheleidae,7,6683,9
464339,Strahlaxiidae,7,6683,5
464347,Ctenochelidae,7,6683,18
467011,Freyellidae,7,105864,28
467012,Novodiniidae,7,105864,8
467013,Spirodiniidae,7,40634,3
467018,Paraisotrichidae,7,33833,5
467813,Diurodrilidae,7,65495,3
468251,Parastrachiidae,7,7524,4
468258,Scutelleridae,7,7524,96
468275,Thyreocoridae,7,7524,21
468309,Korethasteridae,7,7591,1
468565,Tainisopidae,7,29979,24
471822,Haloplasmatales,6,31969,8
471823,Haloplasmataceae,7,471822,6
472031,Scinidae,7,6821,28
472032,Brachyscelidae,7,6821,6
472039,Oxycephalidae,7,6821,37
472045,Paraphronimidae,7,6821,53
472046,Cyphocarididae,7,6821,18
472049,Cystisomatidae,7,6821,5
472062,Iulopididae,7,6821,1
472066,Dairellidae,7,6821,10
472068,Lanceolidae,7,6821,26
472071,Lestrigonidae,7,6821,4
472074,Lycaeidae,7,6821,8
472106,Microphasmatidae,7,6821,2
472115,Mimonectidae,7,6821,1
472129,Hyalonematidae,7,269027,21
472136,Tretodictyidae,7,1521034,12
472140,Euplectellidae,7,60884,72
472148,Leucopsacidae,7,60884,6
472196,Platyscelidae,7,6821,7
473342,Stephanoberycidae,7,8277,3
474008,Myocoptidae,7,83137,5
474009,Rhyncoptidae,7,83137,1
474011,Chirodiscidae,7,83137,2
474012,Atopomelidae,7,83137,11
474014,Gastronyssidae,7,83137,2
474097,Ptiloxenidae,7,83137,2
474098,Pterolichidae,7,83137,20
474106,Gabuciniidae,7,83137,10
474107,Falculiferidae,7,83137,5
474108,Crypturoptidae,7,83137,1
474110,Rectijanuidae,7,83137,1
474111,Ascouracaridae,7,83137,2
474112,Syringobiidae,7,83137,9
474114,Kramerellidae,7,83137,12
474183,Lobalgidae,7,83137,1
474229,Pteronyssidae,7,83137,26
474247,Hypoderatidae,7,83137,8
474942,Ophiocordycipitaceae,7,5125,719
474943,Cordycipitaceae,7,5125,1077
475307,Sematuridae,7,7088,11
475326,Phiditiidae,7,7088,17
475379,Myriaporidae,7,10207,3
475962,Caldilineae,5,200795,41
475963,Caldilineales,6,475962,33
475964,Caldilineaceae,7,475963,27
478206,Flustridae,7,10207,12
478274,Asterodiscididae,7,41166,1
478275,Chaetasteridae,7,41166,1
478276,Mithrodiidae,7,55644,4
478277,Korethrasteridae,7,55644,2
478278,Porcellanasteridae,7,55648,29
478280,Ganeriidae,7,41166,18
478380,Actinoscyphiidae,7,6103,8
478427,Actinodendridae,7,6103,4
478428,Diadumenidae,7,6103,16
478436,Kadosactidae,7,6103,1
478437,Liponematidae,7,6103,2
478438,Nemathidae,7,6103,5
478573,Guembelitriidae,7,29185,1
479157,Cylindrocorporidae,7,6236,7
479187,Calanticidae,7,2899682,21
479500,Monophlebidae,7,7524,58
479584,Chilodontidae,7,2315726,18
479599,Solariellidae,7,2315720,161
480566,Hypnodendrales,6,3214,45
482401,Troglodytellidae,7,40634,1
483291,Hubbardiidae,7,43267,499
483405,Pilumnidae,7,6683,136
483971,Juliidae,7,3696304,18
485255,Natranaerobiaceae,7,485256,14
485256,Natranaerobiales,6,186801,19
485328,Colpodidiidae,7,39563,4
485343,Prasinococcales,6,2201463,31
485628,Heterovesiculidae,7,3696302,1
486007,Frieleiidae,7,33485,3
486104,Goneplacidae,7,6683,23
486728,Urostylida,6,33829,181
487606,Ungellidae,7,6236,7
487609,Homungellidae,7,6236,2
489205,Micropholcommatidae,7,6893,31
490307,Banjosidae,7,3051910,1
490374,Rhombosoleidae,7,8252,16
490375,Poecilopsettidae,7,8252,17
491774,Chondropsidae,7,27925,9
491810,Andvakiidae,7,6103,4
492104,Tylopharyngidae,7,6236,2
493929,Mastigiidae,7,37535,62
494411,Trigonidiidae,7,6993,288
496063,Kiwaidae,7,6683,10
498010,Trichosidae,7,3696652,4
498537,Hydrichthyidae,7,406427,1
498764,Rhodachlyales,6,2806,4
498765,Rhodachlyaceae,7,498764,4
499202,Lichtheimiaceae,7,4827,95
499998,Periphyllidae,7,86058,4
500002,Bythotiaridae,7,406427,7
500008,Leptothecata,6,6074,808
500011,Cirrholoveniidae,7,500008,1
500092,Carinariidae,7,216294,4
500384,Steindachneriidae,7,8043,1
500489,Echiniscoididae,7,710186,83
500491,Oreellidae,7,710186,3
502082,Nassulidae,7,39563,16
502085,Microthoracida,6,6015,13
502086,Pseudomicrothoracidae,7,502085,2
502087,Furgasoniidae,7,39563,4
502088,Microthoracidae,7,502085,6
502594,Halammohydridae,7,323296,36
503065,Tharybidae,7,6833,7
503167,Cymbaeremaeidae,7,83137,111
503175,Cosmochthoniidae,7,83137,4
503581,Ceratoppiidae,7,83137,495
503585,Epilohmanniidae,7,83137,17
503600,Eremaeozetidae,7,83137,2
503610,Eremaeidae,7,83137,444
503616,Perlohmanniidae,7,83137,3
504437,Isodiametridae,7,31265,48
504891,Scutoverticidae,7,83137,32
504915,Pharyngodonidae,7,6236,100
507114,Vermipsyllidae,7,7509,11
507362,Lycopsyllidae,7,7509,2
507363,Stivaliidae,7,7509,8
507457,Nullosetigeridae,7,6833,4
507700,Centrolenidae,7,8342,230
507870,Sainouridae,7,3696775,7
508458,Synergistota,4,3384194,301
509125,Syzygosporaceae,7,5234,6
509251,Scyphacidae,7,29979,84
509847,Paraulopidae,7,68510,5
509891,Plumariidae,7,7399,8
510300,Metacrangonyctidae,7,6821,23
510444,Calohypsibiidae,7,149990,5
510684,Sneathiellales,6,28211,28
510685,Sneathiellaceae,7,510684,26
511195,Guamatelaceae,7,232392,1
512258,Tegastidae,7,41212,3
512259,Peltidiidae,7,41212,16
512260,Dactylopusiidae,7,41212,12
512261,Thalestridae,7,41212,15
512262,Parastenheliidae,7,41212,6
512263,Ameiridae,7,41212,70
512264,Argestidae,7,41212,12
512265,Harpacticidae,7,41212,46
513040,Dioctophymatidae,7,2044726,124
513213,Dictyocystidae,7,200604,4
513510,Urocoptidae,7,6527,69
513544,Coelociontidae,7,6527,1
513556,Syntrophorhabdaceae,7,2819262,40
515142,Auridistomidae,7,27871,1
515458,Anaulales,6,589449,8
515459,Anaulaceae,7,515458,8
515586,Diastoporidae,7,97265,2
516691,Nannoniscidae,7,29979,124
516940,Glyphocrangonidae,7,6683,23
516941,Inachidae,7,6683,42
516942,Epialtidae,7,6683,88
516943,Pylochelidae,7,6683,5
516945,Rhynchocinetidae,7,6683,29
519443,Malacovalvulida,6,35581,22
519444,Saccosporidae,7,519443,22
523710,Agathemeridae,7,7020,12
523857,Damasippoididae,7,7020,4
523863,Prisopodidae,7,7020,20
523865,Anisacanthidae,7,7020,22
524891,Apostomatida,6,6020,27
524892,Foettingeriidae,7,524891,13
524918,Alloniscidae,7,29979,3
524919,Bathytropidae,7,29979,2
524922,Halophilosciidae,7,29979,10
524927,Sphaeroniscidae,7,29979,1
524928,Stenoniscidae,7,29979,8
525013,Expanathuridae,7,29979,1
525103,Leptanthuridae,7,29979,4
525158,Stenasellidae,7,29979,23
525166,Munnidae,7,29979,7
525169,Thambematidae,7,29979,3
526420,Styloniscidae,7,29979,4
526423,Mesoniscidae,7,29979,2
526425,Armadillidae,7,29979,149
526427,Balloniscidae,7,29979,2
526428,Eubelidae,7,29979,3
526524,Erysipelotrichia,5,1239,556
526525,Erysipelotrichales,6,526524,552
527033,Pourtalesiidae,7,327712,17
527036,Saxipendiidae,7,3696321,2
528134,Curaliidae,7,7524,1
528170,Stenostiridae,7,9126,9
528219,Haplochthoniidae,7,83137,1
529069,Pericelidae,7,6163,12
531990,Onslowiales,6,2870,5
531991,Onslowiaceae,7,531990,5
533205,Holophagae,5,57723,65
533206,Acanthopleuribacterales,6,533205,5
533207,Acanthopleuribacteraceae,7,533206,4
534396,Urodidae,7,7088,14
534919,Syarinidae,7,51799,61
534936,Feaellidae,7,51799,22
534965,Larcidae,7,51799,2
534966,Lechytiidae,7,51799,4
534993,Pseudogarypidae,7,51799,4
535012,Parahyidae,7,51799,1
535013,Ideoroncidae,7,51799,7
535085,Tridenchthoniidae,7,51799,2
535086,Geogarypidae,7,51799,30
535087,Hyidae,7,51799,41
535088,Gymnobisiidae,7,51799,11
535152,Withiidae,7,51799,24
535379,Meruidae,7,7041,1
538903,Agfidae,7,6236,2
538905,Angiostomatidae,7,6236,11
538998,Pasteuriaceae,7,1385,25
539000,Clostridiales Family XVII. Incertae Sedis,7,186802,66
539003,Bacillales Family X. Incertae Sedis,7,1385,11
539738,Gemellaceae,7,1385,50
540501,Candidatus Lumbricoplasmataceae,7,3696397,90
541019,Gracilibacteraceae,7,186802,11
541045,Parapaguridae,7,6683,36
543313,Eubacteriales Family XII. Incertae Sedis,7,186802,3
543314,Anaerovoracaceae,7,3082720,104
543317,Clostridiales Family XIV. Incertae Sedis,7,186802,1
543347,Clostridiales Family XVI. Incertae Sedis,7,186802,12
543349,Symbiobacteriaceae,7,186802,16
543371,Thermoanaerobacterales Family III. Incertae Sedis,7,68295,4
544448,Mycoplasmatota,4,1783272,3721
544698,Clytemnestridae,7,41212,1
544708,Lucicutiidae,7,6833,20
545089,Sapphirinidae,7,84310,41
545090,Mecynoceridae,7,6833,1
545373,Eremithallales,6,147541,7
546906,Trechaleidae,7,6893,16
547252,Ethusidae,7,6683,1
548648,Dothidotthiaceae,7,92860,10
548681,Herpesvirales,6,2731363,1021
548682,Alloherpesviridae,7,548681,37
548685,Malacoherpesviridae,7,548681,7
549179,Nanaloricida,6,3697842,5
549180,Nanaloricidae,7,549179,3
549185,Centroderidae,7,3061610,11
549779,Mimiviridae,7,2732554,137
550461,Buetschliidae,7,40634,9
550462,Blepharocorythidae,7,40634,10
551287,Sepiida,6,6605,170
551289,Spirulida,6,6605,2
551290,Teuthida,6,6605,9
551347,Myopsida,6,6605,228
551356,Pickfordiateuthidae,7,551347,1
551364,Magnapinnidae,7,34542,6
551367,Walvisteuthidae,7,34542,5
551667,Robertinidae,7,29185,4
552359,Histiobalantiidae,7,198614,5
553065,Mithracidae,7,6683,54
553066,Oregoniidae,7,6683,10
553751,Harpidae,7,6479,8
554633,Isodictyidae,7,27925,15
555214,Trigoniulidae,7,30266,9
555280,Discosea,4,3696289,1564
555369,Tubulinea,4,3696289,380
555392,Dactylopodida,6,1485085,71
555408,Balamuthiidae,7,1485168,4
555842,Plagiotropidaceae,7,38748,8
556143,Heterenchelyidae,7,7933,3
556223,Bogidiellidae,7,6821,17
556236,Myrocongridae,7,7933,1
556237,Cyematidae,7,7933,3
556238,Monognathidae,7,7933,3
556282,Jakobida,6,3693692,18
556285,Histionidae,7,556282,2
556782,Hymenodiscididae,7,105864,9
556784,Myxasteridae,7,7591,6
556871,Podosphaerasteridae,7,41166,1
557229,Synchromophyceae,5,3696289,7
557273,Thiidae,7,6683,1
557276,Pirimelidae,7,6683,2
557394,Resomiidae,7,42759,3
558314,Desulfurobacteriaceae,7,1485951,35
558415,Marinilabiliaceae,7,1970189,80
558762,Cryptosulidae,7,10207,3
558763,Bitectoporidae,7,10207,1
558766,Quadricellariidae,7,10207,3
558778,Adeonellidae,7,10207,15
558780,Adeonidae,7,10207,32
559843,Goniopectinidae,7,55648,1
560224,Bastianiidae,7,211184,7
560225,Diplogasteroididae,7,6236,19
560226,Ohridiidae,7,2044973,2
560733,Axymyiidae,7,7147,6
560751,Deuterophlebiidae,7,7147,11
560752,Diadocidiidae,7,7147,45
560809,Nymphomyiidae,7,7147,7
560818,Pleciidae,7,7147,17
560874,Rapismatidae,7,7516,7
560961,Nymphidae,7,7516,6
560994,Romancheinidae,7,10207,16
560995,Escharinidae,7,10207,17
560996,Umbonulidae,7,10207,4
560997,Walkeriidae,7,51985,1
561729,Acarnidae,7,27925,23
563103,Cryptochiridae,7,6683,77
563798,Cyclobacteriaceae,7,768507,356
563835,Chitinophagaceae,7,1853229,839
563843,Rhodothermaceae,7,1853224,24
564644,Endornaviridae,7,2732544,328
564997,Cyclopinidae,7,84308,18
564998,Cyclopettidae,7,84308,1
565090,Hispidoberycidae,7,8277,1
565091,Gibberichthyidae,7,8277,1
566277,Lentisphaeraceae,7,278081,33
566286,Molpadiidae,7,7695,9
568247,Aspiviridae,7,3151843,85
568386,Nevskiaceae,7,1775403,85
569418,Hislopiidae,7,51985,6
569420,Paludicellidae,7,51985,4
569577,Aurearenophyceae,5,3696289,3
570264,Methanocellales,6,224756,14
570265,Methanocellaceae,7,570264,12
571299,Lyonetiidae,7,7088,83
571506,Xenograpsidae,7,6683,20
571546,Drymusidae,7,6893,10
571552,Telemidae,7,6893,97
572383,Paraphrynoveliidae,7,7524,1
572717,Argyresthiidae,7,7088,162
573053,Ampullaviridae,7,3696325,3
574935,Schizoporaceae,7,139380,226
574975,Holophagales,6,533205,54
574976,Holophagaceae,7,574975,46
575963,Scytodidae,7,6893,111
576243,Disciadidae,7,6683,7
576244,Euryrhynchidae,7,6683,3
576245,Psalidopodidae,7,6683,2
576246,Thalassocarididae,7,6683,3
576249,Typhlocarididae,7,6683,3
576288,Agostocarididae,7,6683,2
576289,Bathypalaemonellidae,7,6683,11
576290,Desmocarididae,7,6683,2
576614,Koralionastetaceae,7,639208,2
576705,Axianassidae,7,6683,4
576751,Asyncorinidae,7,406427,1
576754,Boreohydridae,7,406427,1
576758,Clathrozoellidae,7,406427,1
576760,Halimedusidae,7,406427,3
576762,Hydrocorynidae,7,406427,2
576763,Margelopsidae,7,406427,2
576768,Protohydridae,7,406427,1
576769,Rhysiidae,7,406427,1
576773,Sphaerocorynidae,7,406427,13
576778,Zancleopsidae,7,406427,8
576848,Pseudorhombilidae,7,6683,13
576849,Euryplacidae,7,6683,11
576852,Chasmocarcinidae,7,6683,4
576916,Ogyrididae,7,6683,5
578128,Holostichidae,7,486728,49
578562,Aphanipathidae,7,44168,37
578848,Chiltoniidae,7,6821,81
578868,Chlorocystidales,6,33103,40
579015,Cecropidae,7,72033,1
579018,Dichelesthiidae,7,72033,1
579021,Eudactylinidae,7,72033,10
579023,Hyponeoidae,7,72033,1
579024,Lernanthropidae,7,72033,25
579025,Megapontiidae,7,72033,1
579029,Pseudocycnidae,7,72033,2
579030,Rataniidae,7,72033,1
579912,Lepidostromataceae,7,1429051,19
580370,Candidatius Mariprofundia,5,1224,99
580371,Mariprofundales,6,580370,43
580372,Mariprofundaceae,7,580371,40
582432,Brachaeluridae,7,30503,2
582807,Chthamalophilidae,7,3696396,2
583364,Hypocolidae,7,9126,1
