id,name,rank,parent_id,size
1,root,0,,2243655
2,Bacteria,2,131567,535432
29,Myxococcales,6,32015,700
31,Myxococcaceae,7,29,488
39,Archangiaceae,7,29,94
49,Polyangiaceae,7,3031712,144
112,Planctomycetales,6,203683,482
126,Planctomycetaceae,7,112,257
136,Spirochaetales,6,203692,1809
137,Spirochaetaceae,7,136,196
170,Leptospiraceae,7,1643688,751
356,Hyphomicrobiales,6,28211,35463
403,Methylococcaceae,7,135618,394
433,Acetobacteraceae,7,3120395,1114
444,Legionellaceae,7,118969,370
468,Moraxellaceae,7,2887326,7651
481,Neisseriaceae,7,206351,948
506,Alcaligenaceae,7,80840,2632
543,Enterobacteriaceae,7,91347,22563
641,Vibrionaceae,7,135623,15521
712,Pasteurellaceae,7,135625,873
766,Rickettsiales,6,28211,5833
772,Bartonellaceae,7,356,1521
775,Rickettsiaceae,7,766,1302
809,Chlamydiaceae,7,51291,98
815,Bacteroidaceae,7,171549,1014
868,Cardiobacteriaceae,7,135615,37
942,Anaplasmataceae,7,766,4378
972,Halanaerobiaceae,7,53433,65
976,Bacteroidota,4,3379134,23724
1046,Chromatiaceae,7,135613,734
1090,Chlorobiota,4,3379134,280
1106,Chloroflexaceae,7,32064,49
1117,Cyanobacteriota,4,1783272,23444
1118,Chroococcales,6,3028117,1489
1150,Oscillatoriales,6,3028117,2686
1161,Nostocales,6,3028117,9584
1162,Nostocaceae,7,1161,7079
1182,Scytonemataceae,7,1161,276
1185,Rivulariaceae,7,1161,123
1189,Stigonemataceae,7,1161,142
1213,Prochloraceae,7,1118,41
1224,Pseudomonadota,4,3379134,223572
1236,Gammaproteobacteria,5,1224,123990
1239,Bacillota,4,1783272,81187
1268,Micrococcaceae,7,85006,9914
1297,Deinococcota,4,3384194,792
1300,Streptococcaceae,7,186826,2676
1385,Bacillales,6,91061,56502
1653,Corynebacteriaceae,7,85007,1292
1760,Actinomycetes,5,201174,89260
1762,Mycobacteriaceae,7,85007,4632
2004,Streptosporangiaceae,7,85012,1599
2012,Thermomonosporaceae,7,85012,771
2037,Actinomycetales,6,1760,2174
2049,Actinomycetaceae,7,2037,851
2062,Streptomycetaceae,7,85011,31725
2070,Pseudonocardiaceae,7,85010,2693
2085,Mycoplasmatales,6,31969,416
2092,Mycoplasmataceae,7,2085,405
2131,Spiroplasmataceae,7,186328,469
2146,Acholeplasmataceae,7,186329,2457
2157,Archaea,2,131567,13417
2158,Methanobacteriales,6,183925,553
2159,Methanobacteriaceae,7,2158,538
2178,Methanothermaceae,7,2158,4
2182,Methanococcales,6,183939,107
2183,Methanococcaceae,7,2182,68
2191,Methanomicrobiales,6,224756,727
2194,Methanomicrobiaceae,7,2191,399
2206,Methanosarcinaceae,7,94695,427
2231,Archaeoglobales,6,183980,64
2232,Archaeoglobaceae,7,2231,60
2235,Halobacteriales,6,183963,3839
2236,Halobacteriaceae,7,2235,498
2258,Thermococcales,6,183968,462
2259,Thermococcaceae,7,2258,444
2266,Thermoproteales,6,183924,101
2267,Thermoproteaceae,7,2266,97
2272,Desulfurococcaceae,7,114380,64
2281,Sulfolobales,6,183924,157
2301,Thermoplasmatales,6,183967,146
2307,Pyrodictiaceae,7,114380,20
2419,Thermotogales,6,188708,230
2759,Eukaryota,2,131567,1588979
2763,Rhodophyta,4,3696289,8926
2797,Bangiophyceae,5,2763,547
2798,Porphyridiales,6,2797,20
2799,Porphyridiaceae,7,2798,19
2802,Ceramiales,6,2806,2208
2803,Rhodomelaceae,7,2802,838
2806,Florideophyceae,5,2763,8261
2807,Nemaliales,6,2806,279
2808,Gelidiaceae,7,31399,168
2814,Endocladiaceae,7,28017,32
2819,Palmariales,6,2806,62
2820,Palmariaceae,7,2819,24
2825,Chrysophyceae,5,3696289,444
2830,Haptophyta,4,3696289,567
2833,Xanthophyceae,5,3696289,239
2836,Bacillariophyta,4,3696289,4399
2864,Dinophyceae,5,3696289,4415
2870,Phaeophyceae,5,3696289,2232
2873,Dictyotales,6,2870,644
2874,Dictyotaceae,7,2873,615
2877,Ectocarpales,6,2870,717
2878,Ectocarpaceae,7,2877,232
2886,Laminariales,6,2870,192
2887,Alariaceae,7,2886,27
2891,Scytosiphonaceae,7,2877,102
2896,Cryptomonadaceae,7,589350,87
2910,Peridiniales,6,2864,818
2942,Prorocentrales,6,2864,140
2943,Prorocentraceae,7,2942,138
2953,Gymnodiniales,6,2864,410
2964,Noctilucales,6,2864,12
2970,Pyrocystales,6,2864,1
2974,Vaucheriales,6,2833,39
2975,Vaucheriaceae,7,2974,39
2978,Tribonematales,6,2833,111
2979,Tribonemataceae,7,2978,38
3009,Fucales,6,2870,389
3010,Fucaceae,7,3009,32
3014,Sargassaceae,7,3009,320
3024,Chordaceae,7,2886,10
3027,Cryptophyceae,5,3696289,467
3035,Euglenida,5,33682,490
3041,Chlorophyta,4,33090,13044
3042,Chlamydomonadales,6,3166,2079
3043,Dunaliellaceae,7,3042,197
3051,Chlamydomonadaceae,7,3042,1166
3062,Spondylomoraceae,7,3042,8
3065,Volvocaceae,7,3042,95
3070,Oocystaceae,7,35460,146
3086,Scenedesmaceae,7,35491,1158
3090,Chlorococcaceae,7,3042,231
3103,Hydrodictyaceae,7,35491,58
3113,Ulvales,6,33103,935
3114,Ulvaceae,7,3113,750
3122,Coleochaetaceae,7,204510,20
3127,Bryopsidaceae,7,33104,113
3131,Codiaceae,7,33104,173
3134,Dasycladales,6,33103,39
3135,Dasycladaceae,7,3134,15
3142,Chlorokybaceae,7,131214,7
3146,Characeae,7,204509,194
3166,Chlorophyceae,5,3041,4347
3172,Klebsormidiales,6,131220,331
3173,Klebsormidiaceae,7,3172,329
3176,Zygnematales,6,131209,202
3178,Zygnemataceae,7,3176,136
3183,Cladophorales,6,33103,623
3184,Boodleaceae,7,3183,60
3199,Jungermanniales,6,186771,1466
3201,Jungermanniaceae,7,3199,46
3210,Polytrichales,6,113509,152
3211,Polytrichaceae,7,3210,152
3214,Bryopsida,5,35493,4668
3215,Funariales,6,3214,84
3216,Funariaceae,7,3215,82
3219,Dicranales,6,3214,721
3220,Dicranaceae,7,3219,158
3223,Ditrichaceae,7,1929018,58
3226,Bryales,6,3214,313
3227,Mniaceae,7,3226,136
3237,Psilotales,6,241806,15
3238,Psilotaceae,7,3237,15
3244,Selaginellales,6,1521260,409
3245,Selaginellaceae,7,3244,409
3249,Lycopodiales,6,1521260,328
3250,Lycopodiaceae,7,3249,328
3255,Equisetales,6,241806,37
3256,Equisetaceae,7,3255,37
3264,Marattiales,6,241806,161
3265,Marattiaceae,7,3264,161
3268,Polypodiales,6,241806,6731
3269,Dicksoniaceae,7,693763,42
3272,Gleicheniaceae,7,693761,115
3275,Polypodiaceae,7,3268,1356
3282,Osmundaceae,7,693749,24
3296,Cycadopsida,5,35493,427
3297,Cycadales,6,3296,427
3298,Zamiaceae,7,3297,289
3308,Ginkgoales,6,29811,1
3309,Ginkgoaceae,7,3308,1
3318,Pinaceae,7,1446380,329
3362,Podocarpaceae,7,1446378,180
3367,Cupressaceae,7,1446379,210
3372,Gnetopsida,5,35493,147
3374,Welwitschiales,6,3372,1
3375,Welwitschiaceae,7,3374,1
3378,Gnetales,6,3372,67
3379,Gnetaceae,7,3378,67
3385,Ephedrales,6,3372,78
3386,Ephedraceae,7,3385,78
3394,Cycadaceae,7,3297,138
3398,Magnoliopsida,5,35493,200497
3400,Magnoliales,6,3398,2913
3401,Magnoliaceae,7,3400,292
3417,Winteraceae,7,71187,43
3424,Canellaceae,7,71187,81
3427,Calycanthaceae,7,3432,41
3432,Laurales,6,3398,1833
3433,Lauraceae,7,3432,1597
3440,Ranunculaceae,7,41768,1977
3455,Menispermaceae,7,41768,289
3458,Coriariaceae,7,71239,17
3465,Papaveraceae,7,41768,674
3474,Ulmaceae,7,3744,86
3481,Cannabaceae,7,3744,127
3487,Moraceae,7,3744,1215
3499,Urticaceae,7,3744,1114
3502,Fagales,6,3398,1420
3503,Fagaceae,7,3502,923
3514,Betulaceae,7,3502,215
3520,Casuarinaceae,7,3502,87
3524,Caryophyllales,6,3398,9992
3525,Phytolaccaceae,7,3524,46
3536,Nyctaginaceae,7,3524,272
3542,Aizoaceae,7,3524,995
3563,Amaranthaceae,7,3524,636
3568,Caryophyllaceae,7,3524,2143
3581,Portulacaceae,7,3524,88
3584,Didiereaceae,7,3524,25
3587,Basellaceae,7,3524,9
3590,Molluginaceae,7,3524,70
3593,Cactaceae,7,3524,1896
3602,Vitaceae,7,403667,848
3608,Rhamnaceae,7,3744,934
3615,Polygonaceae,7,3524,997
3623,Actinidiaceae,7,41945,228
3629,Malvaceae,7,41938,2577
3642,Lecythidaceae,7,41945,270
3646,Malpighiales,6,3398,10624
3647,Caricaceae,7,3699,48
3650,Cucurbitaceae,7,71239,971
3680,Begoniaceae,7,71239,1039
3683,Passifloraceae,7,3646,681
3688,Salicaceae,7,3646,895
3699,Brassicales,6,3398,4243
3700,Brassicaceae,7,3699,3531
3733,Moringaceae,7,3699,17
3737,Sapotaceae,7,41945,1118
3744,Rosales,6,3398,7463
3745,Rosaceae,7,3744,3890
3773,Cephalotaceae,7,71243,1
3776,Cunoniaceae,7,71243,227
3781,Crassulaceae,7,41946,1300
3792,Saxifragaceae,7,41946,829
3803,Fabaceae,7,72025,16373
3928,Lythraceae,7,41944,422
3931,Myrtaceae,7,41944,2967
3934,Onagraceae,7,41944,477
3954,Combretaceae,7,41944,293
3958,Santalaceae,7,41947,46
3963,Loranthaceae,7,41947,381
3973,Olacaceae,7,41947,20
3977,Euphorbiaceae,7,3646,3693
3997,Simmondsiaceae,7,3524,1
4000,Buxaceae,7,280577,140
4004,Linaceae,7,3646,171
4007,Humiriaceae,7,3646,18
4011,Anacardiaceae,7,41937,581
4014,Burseraceae,7,41937,554
4018,Tropaeolaceae,7,3699,52
4027,Geraniaceae,7,41943,531
4033,Oxalidaceae,7,71243,464
4036,Apiales,6,3398,4338
4037,Apiaceae,7,4036,3179
4050,Araliaceae,7,4036,975
4055,Gentianales,6,3398,10981
4056,Apocynaceae,7,4055,3365
4069,Solanales,6,3398,3745
4070,Solanaceae,7,4069,2527
4118,Convolvulaceae,7,4069,1204
4130,Hydrophyllaceae,7,1538097,157
4136,Lamiaceae,7,4143,4424
4143,Lamiales,6,3398,15758
4144,Oleaceae,7,4143,597
4149,Scrophulariaceae,7,4143,1041
4180,Pedaliaceae,7,4143,62
4185,Acanthaceae,7,4143,1935
4196,Lentibulariaceae,7,4143,352
4199,Dipsacales,6,3398,895
4200,Caprifoliaceae,7,4199,688
4206,Adoxaceae,7,4199,207
4209,Asterales,6,3398,18772
4210,Asteraceae,7,4209,16607
4268,Malpighiaceae,7,3646,739
4274,Polygalaceae,7,72025,702
4286,Garryaceae,7,91889,20
4289,Nyssaceae,7,41934,25
4294,Aquifoliaceae,7,91883,346
4305,Celastraceae,7,233875,745
4310,Corynocarpaceae,7,71239,5
4313,Dichapetalaceae,7,3646,29
4321,Icacinaceae,7,1802790,117
4324,Salvadoraceae,7,3699,15
4328,Proteaceae,7,232378,1037
4335,Primulaceae,7,41945,1508
4339,Cyrillaceae,7,41945,2
4345,Ericaceae,7,41945,3035
4353,Sarraceniaceae,7,41945,42
4360,Droseraceae,7,3524,93
4374,Nepenthaceae,7,3524,215
4381,Campanulaceae,7,4209,1597
4386,Daphniphyllaceae,7,41946,26
4390,Eucommiaceae,7,91889,1
4401,Platanaceae,7,232378,13
4405,Trochodendraceae,7,400839,2
4410,Nymphaeaceae,7,261007,156
4422,Cabombaceae,7,261007,12
4429,Nelumbonaceae,7,232378,6
4434,Bataceae,7,3699,1
4437,Plumbaginaceae,7,3524,632
4449,Alismataceae,7,16360,142
4454,Araceae,7,16360,1794
4479,Poaceae,7,38820,8874
4609,Cyperaceae,7,38820,3612
4613,Bromeliaceae,7,38820,1830
4618,Zingiberales,6,3398,2457
4619,Marantaceae,7,4618,368
4626,Cannaceae,7,4618,23
4630,Costaceae,7,4618,200
4637,Musaceae,7,4618,103
4642,Zingiberaceae,7,4618,1521
4652,Heliconiaceae,7,4618,192
4656,Lowiaceae,7,4618,37
4660,Strelitziaceae,7,4618,12
4667,Liliales,6,3398,1730
4668,Amaryllidaceae,7,73496,1548
4671,Dioscoreaceae,7,40548,349
4674,Hypoxidaceae,7,73496,95
4677,Liliaceae,7,4667,767
4703,Smilacaceae,7,4667,200
4710,Arecaceae,7,40551,2355
4724,Pandanaceae,7,40550,292
4731,Typhaceae,7,38820,77
4736,Joinvilleaceae,7,38820,4
4739,Commelinales,6,3398,526
4740,Commelinaceae,7,4739,317
4747,Orchidaceae,7,73496,11727
4751,Fungi,3,2759,195024
4761,Chytridiomycota,4,4751,1177
4762,Oomycota,4,3696289,3486
4763,Saprolegniales,6,3456997,628
4764,Saprolegniaceae,7,4763,425
4776,Peronosporales,6,3418804,1691
4777,Peronosporaceae,7,4776,1661
4782,Pythiaceae,7,121069,910
4801,Lagenidiaceae,7,121069,6
4805,Blastocladiales,6,451460,50
4806,Blastocladiaceae,7,4805,25
4810,Chytridiales,6,451435,141
4812,Chytridiaceae,7,4810,34
4827,Mucorales,6,2212703,1215
4851,Cunninghamellaceae,7,4827,250
4854,Mortierellaceae,7,214503,818
4857,Entomophthorales,6,1399770,155
4858,Basidiobolaceae,7,1264872,19
4861,Kickxellales,6,2219690,178
4862,Kickxellaceae,7,4861,176
4869,Endogonales,6,2212702,101
4870,Endogonaceae,7,4869,54
4883,Legeriomycetaceae,7,61421,95
4890,Ascomycota,4,4751,112454
4891,Saccharomycetes,5,4890,2545
4892,Saccharomycetales,6,4891,1940
4893,Saccharomycetaceae,7,4892,624
4894,Schizosaccharomycetaceae,7,34346,16
5008,Taphrinales,6,147555,87
5009,Taphrinaceae,7,5008,71
5014,Dothideales,6,147541,684
5020,Phaeosphaeriaceae,7,92860,984
5023,Venturiaceae,7,1111111,111
5042,Eurotiales,6,147545,8763
5103,Ascosphaeraceae,7,33183,29
5114,Diaporthales,6,147550,4725
5117,Cytosporaceae,7,5114,554
5120,Erysiphales,6,147548,959
5125,Hypocreales,6,147550,17013
5129,Hypocreaceae,7,5125,3026
5135,Phyllachorales,6,147550,187
5136,Phyllachoraceae,7,5135,147
5139,Sordariales,6,147550,1979
5148,Sordariaceae,7,5139,236
5151,Ophiostomatales,6,147550,1148
5152,Ophiostomataceae,7,5151,1141
5178,Helotiales,6,147548,4715
5181,Helotiaceae,7,5178,416
5185,Pezizales,6,147549,3872
5186,Pezizaceae,7,5185,727
5189,Ascobolaceae,7,5185,30
5192,Morchellaceae,7,5185,330
5197,Lecanorales,6,147547,4139
5198,Cladoniaceae,7,5197,417
5204,Basidiomycota,4,4751,63282
5215,Tremellaceae,7,5234,206
5222,Phleogenaceae,7,34420,18
5226,Auriculariales,6,155619,526
5227,Auriculariaceae,7,5226,166
5234,Tremellales,6,155616,1892
5237,Tulasnellaceae,7,36064,613
5244,Septobasidiales,6,162484,82
5245,Septobasidiaceae,7,5244,81
5250,Ceratobasidiaceae,7,36064,1165
5254,Dacrymycetaceae,7,28997,203
5257,Ustilaginomycetes,5,5204,815
5258,Pucciniales,6,162484,2196
5259,Melampsoraceae,7,5258,368
5262,Pucciniaceae,7,5258,996
5267,Ustilaginales,6,5257,698
5268,Ustilaginaceae,7,5267,606
5274,Graphiolaceae,7,5404,8
5279,Tilletiaceae,7,62916,104
5303,Polyporales,6,155619,4906
5304,Corticiaceae,7,452338,545
5317,Polyporaceae,7,5303,1892
5332,Schizophyllaceae,7,5338,118
5338,Agaricales,6,155619,28197
5339,Agaricaceae,7,5338,3038
5351,Tricholomataceae,7,5338,929
5368,Boletaceae,7,68889,2737
5389,Gomphidiaceae,7,68889,68
5394,Paxillaceae,7,68889,45
5398,Bolbitiaceae,7,5338,502
5401,Russulaceae,7,452342,4559
5404,Exobasidiales,6,452283,214
5405,Exobasidiaceae,7,5404,89
5408,Filobasidiaceae,7,90886,148
5426,Lycoperdaceae,7,5338,322
5592,Microascales,6,147550,1021
5593,Microascaceae,7,5592,499
5653,Kinetoplastea,5,33682,1489
5654,Trypanosomatidae,7,2704949,1276
5708,Bodonidae,7,2704650,41
5719,Parabasalia,4,3696289,622
5738,Diplomonadida,6,3696300,132
5739,Hexamitidae,7,5738,132
5747,Eustigmatophyceae,5,3696289,254
5752,Heterolobosea,4,3696289,550
5765,Vahlkampfiidae,7,43693,74
5776,Hartmannellidae,7,180229,74
5789,Physariida,6,142796,333
5794,Apicomplexa,4,3696289,9019
5799,Eimeriidae,7,75739,744
5809,Sarcocystidae,7,75739,405
5819,Haemosporida,6,422676,5476
5863,Piroplasmida,6,422676,897
5878,Ciliophora,4,3696289,4139
5957,Heterotrichida,6,194287,163
5972,Halteriidae,7,693921,15
5977,Colpodea,5,5878,158
5978,Colpodidae,7,88566,34
5985,Isotrichidae,7,33833,13
5988,Litostomatea,5,5878,493
5989,Haptorida,6,5988,183
6000,Prostomatea,5,5878,83
6001,Prorodontida,6,6000,72
6002,Colepidae,7,6001,42
6015,Nassophorea,5,5878,79
6020,Oligohymenophorea,5,5878,1305
6029,Microsporidia,4,4751,1261
6037,Burenellidae,7,3696302,1
6040,Porifera,4,33208,6026
6042,Demospongiae,5,6040,5121
6045,Geodiidae,7,1779164,104
6049,Haplosclerida,6,6042,840
6050,Spongillidae,7,1779161,116
6056,Chalinidae,7,6049,298
6060,Halichondriidae,7,1779162,216
6073,Cnidaria,4,33208,14449
6074,Hydrozoa,5,6073,2681
6077,Corynidae,7,406427,44
6080,Hydridae,7,406427,33
6089,Polyorchidae,7,406427,4
6094,Hydractiniidae,7,406427,74
6098,Campanulinidae,7,500008,8
6101,Anthozoa,5,6073,9439
6103,Actiniaria,6,6101,701
6125,Scleractinia,6,6101,2845
6126,Acroporidae,7,6125,545
6137,Cubozoa,5,6073,69
6139,Carybdeidae,7,655439,15
6142,Scyphozoa,5,6073,527
6143,Semaeostomeae,6,6142,287
6146,Pelagiidae,7,6143,65
6157,Platyhelminthes,4,33208,14872
6159,Tricladida,6,147100,860
6163,Polycladida,6,147100,483
6166,Planoceridae,7,6163,25
6170,Prorhynchidae,7,3695486,27
6178,Trematoda,5,6157,6537
6180,Strigeidida,6,6178,1021
6193,Opisthorchiida,6,6178,492
6196,Opisthorchiidae,7,6193,64
6199,Cestoda,5,6157,2809
6201,Cyclophyllidea,6,6199,986
6208,Taeniidae,7,6201,107
6214,Hymenolepididae,7,6201,264
6217,Nemertea,4,33208,2627
6218,Pilidiophora,5,6217,937
6219,Heteronemertea,6,6218,832
6222,Lineidae,7,6219,671
6225,Enopla,5,6217,1026
6227,Monostilifera,6,6225,924
6228,Emplectonematidae,7,6227,61
6231,Nematoda,4,33208,18275
6236,Rhabditida,6,119089,11453
6243,Rhabditidae,7,6236,655
6246,Strongyloididae,7,6236,49
6250,Ascarididae,7,6236,150
6267,Anisakidae,7,6236,577
6296,Onchocercidae,7,6236,487
6301,Heteroderidae,7,6236,365
6315,Trichostrongylidae,7,6236,264
6329,Trichinellida,6,119088,724
6332,Trichinellidae,7,6329,162
6340,Annelida,4,33208,20254
6341,Polychaeta,5,6340,11507
6348,Phyllodocida,6,6341,4103
6362,Sabellida,6,6341,933
6366,Sabellidae,7,6362,251
6373,Terebellida,6,6341,1526
6374,Ampharetidae,7,6373,169
6378,Chaetopteridae,7,3696303,197
6382,Haplotaxida,6,42113,1175
6388,Enchytraeidae,7,1964463,910
6392,Lumbricidae,7,2803884,911
6400,Megascolecidae,7,2803884,1947
6406,Rhynchobdellida,6,42113,316
6407,Glossiphoniidae,7,6406,306
6417,Hirudinidae,7,2218736,68
6428,Xenopneusta,6,6341,6
6429,Urechidae,7,6428,6
6433,Sipuncula,5,6340,345
6434,Golfingiidae,7,792580,25
6440,Sipunculidae,7,792580,59
6447,Mollusca,4,33208,39872
6448,Gastropoda,5,6447,30810
6451,Haliotidae,7,2315723,50
6462,Patellidae,7,3696304,51
6466,Trochidae,7,2315720,285
6470,Potamididae,7,3696304,49
6476,Bithyniidae,7,216294,38
6479,Neogastropoda,6,6448,4746
6480,Melongenidae,7,6479,21
6483,Nassariidae,7,6479,348
6486,Fasciolariidae,7,6479,163
6489,Conidae,7,6479,594
6497,Aplysiida,6,6448,108
6498,Aplysiidae,7,6497,107
6515,Discodorididae,7,70849,89
6521,Lymnaeidae,7,3696304,423
6524,Planorbidae,7,3696304,682
6527,Stylommatophora,6,6448,9581
6528,Achatinidae,7,6527,45
6533,Helicidae,7,6527,644
6540,Arionidae,7,6527,1291
6544,Bivalvia,5,6447,6816
6546,Mytilida,6,6544,1526
6547,Mytilidae,7,6546,1510
6552,Arcoida,6,6544,214
6553,Arcidae,7,6552,141
6562,Ostreida,6,6544,362
6563,Ostreidae,7,6562,339
6566,Pectinidae,7,106218,159
6580,Venerida,6,6544,1432
6581,Mactridae,7,6580,49
6585,Solenidae,7,2783444,19
6588,Vesicomyidae,7,6580,233
6592,Veneridae,7,6580,284
6602,Myidae,7,278205,13
6605,Cephalopoda,5,6447,1473
6608,Sepiidae,7,551287,93
6615,Loliginidae,7,551347,222
6623,Enoploteuthidae,7,34542,64
6626,Ommastrephidae,7,34542,41
6638,Octopoda,6,6605,569
6647,Octopodidae,7,6638,483
6650,Polyplacophora,5,6447,406
6652,Chitonida,6,6650,328
6653,Acanthochitonidae,7,6652,42
6656,Arthropoda,4,33208,873797
6658,Branchiopoda,5,6656,2543
6659,Anostraca,6,6658,282
6670,Ostracoda,5,6656,1636
6672,Cypridinidae,7,84322,114
6681,Malacostraca,5,6656,31046
6683,Decapoda,6,6681,15087
6685,Penaeidae,7,6683,236
6695,Palaemonidae,7,6683,1043
6701,Pandalidae,7,6683,139
6704,Nephropidae,7,6683,43
6709,Procarididae,7,6683,3
6713,Astacidae,7,6683,17
6725,Cambaridae,7,6683,650
6731,Palinuridae,7,6683,65
6739,Lithodidae,7,6683,80
6745,Paguridae,7,6683,306
6749,Diogenidae,7,6683,342
6753,Cancridae,7,6683,25
6757,Portunidae,7,6683,525
6764,Gecarcinidae,7,6683,20
6770,Ocypodidae,7,6683,133
6775,Geryonidae,7,6683,27
6779,Xanthidae,7,6683,619
6784,Dromiidae,7,6683,34
6790,Raninidae,7,6683,22
6797,Calappidae,7,6683,64
6800,Leucosiidae,7,6683,103
6805,Majidae,7,6683,157
6809,Parthenopidae,7,6683,36
6813,Stenopodidae,7,6683,24
6816,Euphausiacea,6,6681,138
6817,Euphausiidae,7,6816,115
6821,Amphipoda,6,6681,8414
6825,Parascelidae,7,6821,14
6833,Calanoida,6,72037,1971
6835,Calanidae,7,6833,60
6839,Arguloida,6,2172820,39
6840,Argulidae,7,6839,39
6844,Merostomata,5,6656,9
6845,Xiphosura,6,6844,9
6846,Limulidae,7,6845,9
6854,Arachnida,5,6656,75742
6855,Scorpiones,6,6854,1250
6856,Buthidae,7,6855,599
6888,Scorpionidae,7,6855,83
6893,Araneae,6,6854,22299
6895,Theraphosidae,7,6893,1563
6901,Hexathelidae,7,6893,39
6906,Agelenidae,7,6893,576
6913,Araneidae,7,6893,907
6916,Ctenidae,7,6893,219
6919,Sicariidae,7,6893,197
6930,Pholcidae,7,6893,1215
6935,Ixodida,6,6854,1035
6936,Argasidae,7,6935,178
6939,Ixodidae,7,6935,845
6948,Pyemotidae,7,83136,18
6952,Pyroglyphidae,7,83137,56
6961,Odonata,6,50557,4173
6964,Libellulidae,7,6961,681
6974,Blattidae,7,85823,268
6979,Blaberidae,7,85823,483
6993,Orthoptera,6,50557,7589
6995,Gryllidae,7,6993,767
7002,Acrididae,7,6993,1978
7020,Phasmatodea,6,50557,1187
7033,Cicadidae,7,7524,1269
7036,Aleyrodidae,7,7524,1269
7041,Coleoptera,6,50557,79210
7042,Curculionidae,7,7041,11220
7049,Lampyridae,7,7041,674
7055,Scarabaeidae,7,7041,5048
7065,Tenebrionidae,7,7041,2488
7080,Coccinellidae,7,7041,2192
7088,Lepidoptera,6,50557,128426
7089,Bombycidae,7,7088,113
7096,Lasiocampidae,7,7088,594
7100,Noctuidae,7,7088,7024
7114,Pieridae,7,7088,947
7117,Saturniidae,7,7088,1947
7128,Sphingidae,7,7088,1419
7135,Pyralidae,7,7088,2175
7139,Tortricidae,7,7088,4214
7143,Papilionidae,7,7088,616
7147,Diptera,6,50557,262444
7149,Chironomidae,7,7147,58345
7157,Culicidae,7,7147,3831
7184,Sciaridae,7,7147,18876
7190,Simuliidae,7,7147,2217
7197,Psychodidae,7,7147,3954
7205,Tabanidae,7,7147,839
7211,Tephritidae,7,7147,2623
7214,Drosophilidae,7,7147,3180
7366,Muscidae,7,7147,5711
7371,Calliphoridae,7,7147,787
7381,Sarcophagidae,7,7147,1538
7387,Oestridae,7,7147,192
7392,Glossinidae,7,7147,27
7399,Hymenoptera,6,50557,165905
7402,Braconidae,7,7399,24953
7408,Ichneumonidae,7,7399,24859
7423,Pteromalidae,7,7399,5467
7430,Eupelmidae,7,7399,304
7435,Scoliidae,7,7399,111
7438,Vespidae,7,7399,1115
7458,Apidae,7,7399,3865
7485,Sphecidae,7,7399,242
7489,Trichogrammatidae,7,7399,2476
7501,Termopsidae,7,85823,21
7504,Mantodea,6,50557,925
7505,Mantidae,7,7504,325
7509,Siphonaptera,6,50557,458
7511,Pulicidae,7,7509,47
7516,Neuroptera,6,50557,2820
7520,Chrysopidae,7,7516,751
7524,Hemiptera,6,50557,42853
7527,Urostylididae,7,7524,60
7533,Lygaeidae,7,7524,422
7540,Chilopoda,5,6656,1218
7543,Cryptopidae,7,41361,107
7548,Lithobiidae,7,41362,241
7553,Diplopoda,5,6656,2444
7558,Spirobolidae,7,30266,22
7563,Porocephalida,6,2172820,52
7565,Porocephalidae,7,7563,11
7568,Brachiopoda,4,33208,313
7570,Lingulida,6,115361,59
7578,Terebratulida,6,115371,89
7581,Comatulida,6,35069,319
7583,Mariametridae,7,7581,16
7586,Echinodermata,4,33208,6009
7588,Asteroidea,5,7586,1218
7591,Velatida,6,7588,71
7592,Asterinidae,7,41166,77
7596,Solasteridae,7,7591,28
7599,Forcipulatida,6,7588,190
7600,Asteriidae,7,7599,130
7618,Ophiuroidea,5,7586,2361
7621,Ophiocomidae,7,2783457,80
7625,Echinoidea,5,7586,929
7627,Cidaroida,6,7625,100
7630,Cidaridae,7,7627,85
7676,Echinidae,7,2785018,42
7682,Aspidochirotida,6,7705,289
7683,Holothuriidae,7,7682,138
7687,Stichopodidae,7,7682,81
7695,Molpadida,6,7705,17
7696,Caudinidae,7,7695,5
7701,Apodida,6,7705,92
7702,Synaptidae,7,7701,38
7705,Holothuroidea,5,7586,1038
7707,Dendrochirotida,6,7705,215
7711,Chordata,4,33208,103087
7713,Ascidiacea,5,7711,913
7716,Phlebobranchia,6,7713,102
7717,Cionidae,7,7716,16
7720,Stolidobranchia,6,7713,427
7721,Styelidae,7,7720,305
7727,Pyuridae,7,7720,80
7736,Branchiostomatidae,7,2682553,28
7745,Petromyzontiformes,6,117569,495
7746,Petromyzontidae,7,7745,481
7761,Myxiniformes,6,117565,82
7762,Myxinidae,7,7761,78
7777,Chondrichthyes,5,7711,2051
7790,Heterodontidae,7,40667,11
7802,Odontaspididae,7,30496,2
7805,Carcharhinidae,7,30483,121
7826,Scyliorhinidae,7,30483,150
7832,Echinorhinidae,7,118015,6
7839,Triakidae,7,30483,77
7850,Alopiidae,7,30496,3
7855,Hexanchidae,7,30495,4
7858,Rajiformes,6,7777,363
7860,Rhinobatidae,7,117887,55
7864,Chimaeriformes,6,7777,77
7865,Callorhinchidae,7,7864,4
7869,Chimaeridae,7,7864,54
7880,Lepidosirenidae,7,2823314,2
7884,Protopteridae,7,2823314,11
7889,Ceratodontidae,7,2823314,1
7894,Coelacanthiformes,6,3696311,2
7895,Coelacanthidae,7,7894,2
